Visual Apparent Magnitude,Distance,Distance Error,BV,Spectral Type
7.26,3.19,0.99,1.256,K2III
7.76,5.57,0.63,0.399,
8.39,0.86,0.87,0.33,A0V
8.0,0.77,2.4,,
10.13,5.37,1.91,0.509,F8
8.54,7.6,1.0,0.613,F8V
9.56,4.21,1.3,0.393,F0V
9.44,5.37,1.38,0.802,G0
6.73,19.15,1.13,0.628,
9.15,2.99,1.50,1.621,K5
8.45,2.88,1.36,0.991,G5
8.91,1.78,1.31,1.190,K0
9.20,23.28,1.1,0.867,K0V
8.68,5.80,1.15,0.521,F2
8.75,2.30,0.87,1.43,K0III
10.1,6.53,2.37,0.681,G0
8.35,5.9,1.25,0.364,A3
7.82,11.47,1.2,0.456,F5V
8.90,-1.88,1.10,0.400,B0.5V
8.72,5.36,1.11,1.82,K2
9.23,2.24,1.35,0.281,A0
7.73,14.48,1.3,0.473,F5
7.91,0.16,1.8,0.333,B5
7.60,16.85,1.9,0.566,
8.79,10.51,5.6,0.610,G0
8.32,15.27,1.7,0.591,G5
8.59,4.27,0.70,0.123,
9.57,17.28,1.80,0.697,G0
6.74,38.89,0.53,0.667,
9.86,4.32,3.10,0.511,F5
9.19,2.86,2.11,0.327,F2
6.63,6.17,0.50,1.75,K0III
8.65,0.34,1.17,0.171,A0
10.3,3.97,1.65,0.486,F0
6.91,4.88,0.96,0.29,B8
7.71,6.92,1.14,0.260,A3
10.19,3.20,1.92,0.440,F0
7.91,6.44,1.0,0.546,
8.70,4.12,1.31,0.545,F8
10.0,7.43,2.50,0.668,F8
10.67,12.63,3.45,0.922,K7
8.52,14.62,0.84,0.621,G0V
8.51,4.2,1.27,0.110,A0
8.60,1.74,0.84,1.601,M0III
5.38,52.0,0.75,0.516,F5V
7.40,4.8,0.59,1.457,K4III
9.82,3.19,1.97,0.310,A0
6.93,7.44,0.88,0.31,A0
8.74,8.78,1.31,0.644,G0V
8.28,3.91,1.21,1.170,
9.57,3.65,1.51,1.0,K2
8.57,1.58,1.16,0.250,A0
10.60,1.96,1.60,0.461,A0
8.16,7.33,1.26,0.138,A0
7.40,17.51,0.88,0.543,F7V
7.55,2.61,0.79,0.24,B3V
7.95,6.89,0.63,0.323,
8.39,5.47,1.57,0.0,A2
8.85,0.81,0.79,1.225,K2III
6.90,8.14,0.81,1.157,K1III
8.5,1.54,0.84,1.57,K0III
9.67,12.62,1.53,0.678,G5
8.44,2.97,0.74,0.291,F0IV
8.42,6.16,1.0,0.389,F0V
8.14,0.12,0.97,1.360,G0II
8.33,2.55,0.75,1.357,K5
7.69,3.64,1.38,0.414,F3III
7.97,4.34,1.20,1.256,K1III
7.34,2.23,1.29,0.283,
7.55,5.79,0.64,0.165,A3V
9.87,2.38,1.75,0.180,A0
7.36,11.24,0.97,0.353,F0
8.12,15.0,0.78,0.648,G3V
8.61,2.9,0.78,1.408,K4III
9.79,3.62,1.73,0.465,F5
8.93,4.86,1.39,0.583,F5
8.82,2.46,1.39,0.487,G0
6.91,22.70,0.84,0.466,F8
6.95,3.28,0.56,1.230,K2III
10.9,0.0,1.84,0.190,A0
9.7,5.9,1.32,0.441,F0
9.4,0.59,3.32,0.692,
7.61,1.92,0.64,1.384,
10.41,0.59,3.32,,
8.84,0.82,1.31,0.170,B9V
8.74,5.59,0.92,0.999,
8.48,5.70,1.42,0.669,F8
7.86,2.21,1.4,0.279,A0
8.94,8.17,1.36,0.210,A2
8.68,7.39,1.30,0.138,A2V
7.54,2.71,0.67,1.204,K1III
3.91,25.24,0.87,0.32,A1V
7.29,7.35,0.88,1.65,G5
9.0,12.3,1.43,0.647,G5
9.18,9.74,0.77,0.610,G0V
6.65,5.4,0.88,1.64,K0
7.84,6.90,0.99,0.56,A0p
6.98,5.37,0.62,1.51,K0
7.61,2.42,1.6,1.195,K0
8.51,54.14,1.8,0.863,K1V
7.92,5.79,0.81,1.108,G5
7.63,7.58,1.6,0.933,K0III
10.36,24.81,1.85,1.190,K5
8.21,2.0,1.8,1.34,G5
9.97,0.15,1.64,0.270,A0
7.15,8.54,0.97,0.261,F0
7.8,3.6,0.93,1.667,K2
6.97,8.71,0.81,0.543,F7IVn
8.16,0.74,1.4,1.537,K2
9.0,0.64,1.18,0.50,A0
6.47,3.41,0.81,0.178,B3V
9.72,4.7,1.67,0.387,F0
9.2,1.24,0.91,1.411,
8.41,3.25,0.73,0.344,F0III
9.34,7.94,0.99,0.553,F7V
7.24,4.93,0.91,1.449,
7.98,3.94,0.90,0.194,A0
8.3,1.12,0.86,1.412,K3III
8.82,3.90,1.33,0.476,F3V
7.67,10.54,0.74,0.438,F5
7.90,1.27,1.43,0.100,A2
8.90,1.59,1.37,1.823,M0
8.68,3.37,1.15,0.374,B8
6.57,2.29,0.78,1.631,M2III
7.71,3.73,0.70,1.182,K0
10.52,6.43,1.53,0.590,
7.1,7.2,0.88,1.227,
8.69,4.64,1.30,0.584,F8
8.20,19.98,0.67,0.641,
9.74,3.82,1.70,0.150,B8
9.71,5.31,1.73,0.532,F5
10.12,23.7,2.12,1.95,K5
9.66,0.24,1.55,0.197,B8
6.62,7.53,0.60,0.214,
8.78,4.99,0.68,0.515,F6V
8.76,1.45,1.20,1.429,K3III
7.51,12.11,0.62,0.383,F0IV
9.25,1.73,1.49,0.248,A5
7.22,5.84,0.73,1.56,K0
9.68,6.13,1.42,0.570,F5
7.16,7.32,0.64,0.311,A5m
5.32,3.12,0.96,0.80,B3V
7.64,7.63,0.69,0.174,A1m
8.48,14.31,1.3,0.723,G5V
9.32,6.73,1.28,0.759,
9.13,4.11,1.30,1.669,
8.91,2.56,1.31,0.291,Am
7.62,6.5,2.11,,
10.69,14.12,1.20,0.850,
8.18,28.44,1.12,0.834,K1V
7.82,9.19,0.93,0.586,F8V
10.26,5.5,1.86,1.124,K0
10.84,4.53,2.7,0.500,F2
7.65,7.45,0.61,0.174,A3V
8.30,3.11,0.67,1.399,K3III
10.38,1.68,2.7,0.200,A0
8.5,3.32,1.12,0.79,
10.71,4.55,2.1,0.560,F8
9.37,4.11,1.33,0.448,F0
5.45,27.80,0.95,0.371,F2V
8.2,8.29,1.29,0.280,A2
7.84,5.95,0.97,0.324,A0
8.58,2.28,0.90,1.190,K0
9.99,3.23,1.38,0.481,G0V
7.71,7.23,0.87,0.204,A3
8.84,1.84,0.76,1.439,K3III
8.90,2.42,0.80,1.644,
8.0,5.30,1.1,0.57,B9
8.86,6.94,1.16,0.577,F8V
7.28,1.13,0.96,1.626,K5
7.13,27.42,1.46,0.680,G5
8.58,13.95,1.11,0.541,G0
11.6,0.38,2.73,0.565,F8
9.31,4.34,2.24,0.210,A0
6.36,7.20,0.80,1.266,
9.2,2.73,1.1,0.983,G8III
7.94,8.89,1.2,0.473,F5
5.36,28.87,0.82,0.505,F6IV
8.19,14.21,1.24,0.518,F8
8.20,4.39,1.25,0.657,
8.62,1.38,1.36,1.799,M0
8.3,8.19,0.71,1.137,
8.1,3.54,1.17,1.147,G5
8.71,0.87,1.22,0.289,A2
8.68,1.5,1.39,1.340,
7.71,4.50,0.97,0.42,A0V
9.9,1.74,1.54,0.117,F
7.45,3.60,0.97,1.913,M
8.56,4.56,1.8,1.317,
8.5,2.76,1.6,0.223,
9.53,24.23,1.53,0.816,K0
8.17,0.71,0.97,0.208,
5.46,3.42,0.90,0.813,G0III
8.92,10.49,1.24,0.655,G5V
5.62,8.12,0.84,1.62,K1III
7.51,14.44,1.41,0.262,A3
9.69,4.46,1.90,0.410,A5
8.71,-1.40,1.17,0.704,B3Ia
9.35,4.81,1.96,0.410,F0V
8.11,18.13,1.20,0.598,G0
7.89,4.63,0.78,1.64,K0
5.0,1.88,0.66,0.495,F0II
8.61,0.40,0.96,1.548,M0III
8.92,1.59,0.78,1.140,K1II
8.51,3.9,2.68,1.320,K0III
8.0,3.40,0.94,0.16,A0
8.0,7.9,1.45,0.451,F5
8.62,3.55,0.77,1.54,K0III
8.32,21.76,1.25,0.769,G5
9.13,9.21,1.30,0.564,F8
8.72,3.99,1.11,0.412,F0
7.97,2.56,1.3,0.163,A0
8.20,2.34,0.78,0.962,G8III
6.55,14.71,0.85,0.466,F2IV
9.14,2.38,1.30,0.402,F5
9.20,5.52,1.45,0.470,F2
9.19,4.82,1.22,0.418,A
7.99,4.99,1.1,1.82,G5III
8.85,6.1,0.90,0.750,G5V
6.64,9.37,0.86,1.118,K2III
6.12,7.28,0.87,1.157,K1II
4.36,18.4,0.84,1.64,K0III
6.87,4.19,0.97,0.0,B3V
8.18,5.77,1.29,0.519,F5IV
8.20,4.41,0.99,0.447,
9.86,9.53,1.47,0.513,
8.92,8.1,1.32,0.486,F5
8.64,3.11,1.19,1.86,K1III
9.40,3.58,1.45,0.498,
10.64,14.70,1.67,0.863,
7.86,6.57,0.86,0.362,
8.80,5.1,1.35,0.397,F0
10.71,0.61,2.69,1.280,R
7.7,7.36,0.81,0.1,A0
8.50,10.27,1.1,0.539,
7.70,15.86,2.24,0.637,G2V
8.1,4.75,0.94,0.43,A0V
8.94,8.15,1.72,0.821,G0
8.0,8.59,0.99,0.204,A0
10.72,4.50,2.49,0.591,F8
7.74,1.14,0.84,1.141,
8.59,3.25,1.11,1.355,K3III
9.33,6.30,1.4,0.592,F7V
8.54,2.0,1.34,1.563,K5III
8.27,9.20,1.9,0.493,F5
8.58,6.79,1.8,0.311,F0V
8.23,3.16,1.19,1.156,K5
9.27,-1.57,1.23,0.250,B1V
8.45,6.95,1.47,0.899,K0
7.82,2.80,1.5,1.393,K3III
8.15,4.78,1.5,0.477,A2
7.94,4.96,1.16,0.137,A2
9.20,8.80,3.34,0.368,
6.97,16.4,0.82,0.752,G5
9.7,8.54,0.94,0.508,F5V
8.26,9.57,1.19,0.498,F8
8.77,2.60,0.83,1.326,
7.13,10.8,0.88,0.476,F5
7.94,4.55,1.15,0.726,G5
5.90,59.79,0.84,0.620,G5V
7.66,4.38,0.68,1.27,
8.31,1.93,1.41,1.192,K0
9.25,2.6,1.24,1.111,K0III
8.83,3.95,1.8,1.253,K2III
9.39,2.42,1.36,0.384,F0
11.41,14.56,3.17,1.347,
7.61,3.66,1.9,1.169,K0
7.83,5.49,1.13,1.18,K0
7.30,5.77,1.25,1.220,
7.97,7.17,0.70,0.163,
7.21,5.17,1.6,1.675,K5
7.57,3.78,0.61,0.239,
6.64,10.32,0.86,0.453,F2
8.53,2.15,1.12,1.71,K0
6.94,14.50,0.75,0.548,F6V
8.25,4.30,1.11,1.646,K5
8.29,10.87,1.23,0.410,F5
8.68,5.93,1.25,0.408,F3III
5.59,23.16,0.68,0.324,
8.88,1.7,0.76,1.379,K3III
9.17,0.45,1.98,0.300,A0
9.31,19.81,1.39,0.890,K2
8.3,2.53,0.87,1.125,K0III
9.58,2.19,1.53,1.476,K3III
8.82,2.47,2.32,0.0,A2
9.16,6.96,1.15,0.462,F5V
6.72,5.98,0.96,1.34,G5
9.31,5.17,1.73,0.498,F0
9.9,2.14,1.29,1.29,K0
9.8,6.98,1.29,0.367,A5
8.41,12.66,1.16,0.484,F5
8.96,4.36,0.85,0.235,A4V
9.65,4.5,3.74,0.513,F5
10.84,4.0,1.97,0.437,A0
6.34,10.47,0.89,0.918,
8.16,7.63,2.7,0.0,F5
9.30,11.55,1.25,0.604,G3V
7.59,0.17,0.98,2.45,R8v
9.41,1.68,1.41,0.462,F5
7.3,2.87,1.0,1.555,M4III
10.6,29.2,2.12,1.120,M1
8.12,0.12,0.94,1.245,K2III
8.73,1.81,0.97,0.909,G5III
8.15,13.98,1.32,0.564,G0
6.27,12.26,0.86,0.63,A3V
7.91,4.10,0.97,0.96,A0
7.94,3.19,0.67,0.18,A0
8.16,1.24,1.26,1.264,K1III
8.80,8.22,1.35,0.511,F5
8.89,10.97,0.89,0.742,
6.77,8.80,0.89,0.153,A2
7.45,5.59,0.58,0.360,F0IV
5.88,5.23,0.62,1.543,K2III
9.25,3.35,1.67,0.348,A0
10.18,0.33,1.81,0.406,B8
8.42,14.47,1.17,0.527,F5
10.21,5.6,1.93,0.160,A2
9.1,2.60,0.99,1.62,
8.35,2.89,1.7,0.200,A0
7.55,13.97,1.13,0.543,F8
8.77,0.36,1.10,1.329,K2
6.76,1.45,0.77,0.235,
8.36,1.98,1.30,0.975,G5
7.87,3.93,0.66,0.925,
9.26,1.38,0.92,0.895,G6IV
10.0,27.68,1.77,0.964,K5
8.38,5.46,1.2,0.999,
7.76,11.52,0.74,0.390,F2
8.32,3.73,1.43,1.579,K5
7.76,15.89,1.8,0.462,F8
7.85,21.41,1.47,0.593,G0
7.63,3.75,1.4,1.200,K0III
10.8,5.22,1.6,0.450,F5V
8.97,3.2,0.80,0.934,
7.53,5.59,1.5,1.269,K0
9.15,1.37,0.98,1.379,K2
8.1,3.7,0.65,0.918,G8III
9.42,1.20,1.21,0.304,A
9.29,4.34,1.12,0.446,F5V
7.30,16.75,0.99,0.496,F2
9.26,0.67,1.3,0.991,G8III
7.38,12.11,1.99,0.838,G5
8.82,8.14,1.40,0.547,
7.39,5.30,1.46,0.920,K0
8.93,7.22,1.51,0.418,F5V
9.32,4.7,1.38,0.430,G0+
7.89,2.15,1.13,1.710,K2
9.70,42.54,1.64,1.206,K7
10.74,4.88,2.21,0.575,F8
4.25,9.41,0.84,0.11,A0IVn
10.8,0.90,1.67,0.60,A0
9.44,0.81,1.32,0.342,B8
10.1,6.62,1.73,0.626,F5
5.18,6.60,0.85,0.124,
6.31,10.21,0.82,0.983,
7.78,2.61,1.24,0.546,A3
6.60,4.19,0.75,1.429,K3III
7.48,12.47,0.93,0.379,F2
9.57,6.43,1.84,0.699,F8
6.14,7.13,0.68,0.145,A3m
7.5,2.78,0.95,0.35,B3V
8.46,1.93,0.78,0.999,K0III
9.51,1.52,1.71,1.239,K0
9.37,2.98,1.29,0.182,A0
7.99,5.20,1.11,0.193,A0
7.83,18.9,1.9,0.481,F5
8.60,3.82,1.15,1.1,K0
8.48,2.35,1.26,1.219,K0
7.85,3.23,1.11,1.0,K0
8.44,9.64,1.19,0.502,G0
7.89,14.8,0.74,0.632,G2V
8.51,4.40,2.78,0.587,F8
8.55,6.73,1.4,0.555,F7V
8.13,10.18,1.8,0.794,G8V
9.21,3.83,0.94,0.445,F3V
8.90,8.88,1.55,0.473,F5
10.3,1.83,1.38,1.768,K0
8.67,0.23,1.0,0.177,B9
6.86,9.73,0.55,0.405,
7.57,4.38,0.97,1.540,K1II
9.20,15.19,1.55,0.717,G5V
9.5,1.13,1.17,1.43,K0III
7.94,5.72,1.1,1.352,K0
6.70,3.89,1.31,0.9,
6.65,7.18,1.11,0.240,A5m
7.82,3.3,1.1,0.465,
9.52,6.93,1.41,0.511,F5
5.21,36.26,1.0,0.359,F1V
6.88,24.0,0.92,0.576,G0
10.49,23.57,2.26,1.180,K5
9.61,8.26,1.66,0.551,F5
10.94,19.91,1.73,1.143,K
8.67,11.28,1.3,0.470,F5V
8.36,0.39,2.8,0.434,F0V
8.35,15.64,0.78,0.570,F8IV
8.1,12.7,0.69,0.466,F3V
9.28,0.48,1.30,0.171,A0
8.98,9.4,1.27,0.357,F0
8.76,2.34,1.44,1.210,K2
7.97,14.57,1.17,0.480,F8
10.52,7.86,1.86,0.310,O8
8.55,15.39,1.70,0.686,G2III
8.84,4.65,1.30,0.662,F
8.91,1.51,0.74,1.209,K1III
6.49,7.97,0.61,0.977,K0
7.70,4.60,0.95,0.92,B9
7.15,13.36,0.83,0.944,K0IV
9.14,6.39,1.37,0.486,A
6.77,6.5,0.93,1.177,K0
9.61,4.4,1.23,0.446,F8
9.8,5.8,1.13,0.535,F5V
7.87,7.28,1.24,0.310,A3
8.36,5.36,0.92,0.269,A8III
9.24,0.41,0.91,1.702,
8.49,21.79,1.12,0.832,K1V
6.37,43.12,0.50,0.636,G3V
8.56,7.13,0.73,0.486,F5IV
8.54,11.87,1.11,0.535,F5
8.98,4.17,1.6,0.438,F2V
7.22,18.30,0.57,0.531,F8V
8.84,1.94,0.92,1.608,M3III
8.41,4.71,1.11,0.124,A0
9.16,4.57,1.37,0.129,A0
7.94,6.60,1.2,0.87,A2Vn
6.59,7.48,0.78,0.899,K0III
6.80,5.49,0.63,0.966,K0
9.5,2.92,1.16,0.380,A5
10.72,3.3,2.47,0.531,B3V
8.9,3.12,1.2,1.61,K0III
9.11,11.20,1.13,0.604,G0V
8.59,28.67,0.83,0.944,K1Vp
6.91,7.60,0.95,0.152,A2
8.49,1.84,1.74,0.990,G8IV
9.77,10.0,0.98,0.666,
9.69,6.33,1.29,0.755,G8V
8.70,11.61,0.79,0.530,G0
7.72,1.83,0.84,0.943,G8III
7.13,48.59,1.17,0.865,G5
6.71,1.96,0.63,1.305,K3III
11.49,18.55,4.56,1.165,M0
9.19,5.48,2.31,0.701,G5V
8.98,3.7,1.22,0.223,A0
9.7,1.71,1.27,1.96,K0
6.2,21.27,1.3,0.397,F3V
9.18,6.29,1.44,0.630,F8
9.94,19.70,1.68,1.5,K0
7.65,2.21,0.95,0.27,B2V
7.96,2.47,0.71,0.119,A0
9.18,7.27,1.30,0.395,G0
8.79,2.88,1.34,1.347,K5
9.46,2.1,1.31,0.10,B9V
10.62,0.84,1.30,1.40,C+
7.8,3.3,5.60,0.375,B0V
9.61,9.27,1.81,0.602,G0
6.95,0.48,7.69,0.386,B0III
8.90,6.16,0.74,0.560,F8V
8.73,2.74,1.31,1.234,K1III
10.75,5.33,2.67,0.948,B3V
11.53,0.77,1.99,1.630,M0
7.95,1.35,0.70,1.337,K3III
11.44,0.93,2.93,1.80,
8.48,4.39,0.96,0.165,A0
8.23,6.51,1.10,0.415,F5
7.60,5.82,1.3,0.102,B9m
8.30,1.18,1.1,1.410,K2
7.83,2.98,0.64,1.528,K4III
5.89,9.46,1.6,1.497,K5III
9.39,6.8,1.35,0.604,F0
8.44,2.5,1.3,1.100,A2
9.30,0.18,0.99,1.533,K3III
7.5,7.16,0.88,1.224,K0
8.29,12.13,0.85,0.565,F8
10.92,4.99,2.81,,
9.3,2.94,1.19,0.238,A0
9.83,19.44,1.7,0.915,
7.85,2.8,0.64,1.376,K4III
7.83,3.76,0.70,0.915,K0III
8.30,8.30,0.77,0.332,F0V
10.96,0.89,2.30,1.500,M5
9.8,1.77,1.35,1.395,K2III
6.57,7.88,0.86,0.11,B8
8.88,6.4,1.30,0.475,F5
9.28,9.55,0.95,0.583,
7.70,33.43,1.1,0.725,G5
6.7,22.66,0.70,0.943,K1III
9.43,2.6,1.16,0.379,F3IV
8.81,1.98,1.18,0.570,B8
7.43,7.68,1.49,0.240,
7.52,7.46,0.91,0.198,Ap
7.89,4.40,1.8,0.144,A0
7.69,3.58,1.26,0.500,A2
9.17,3.6,0.98,1.129,K0III
8.30,1.41,1.9,0.920,K0III
9.18,7.36,1.4,0.729,
9.52,9.2,0.92,0.642,G3V
9.99,2.37,1.96,0.495,F5
7.46,0.77,0.81,0.82,B9
8.64,1.9,1.17,0.283,B8
11.28,24.90,2.59,1.327,
8.56,8.70,1.18,0.333,A0
8.6,10.36,1.18,0.601,F8
9.71,1.15,1.61,0.983,K0
8.35,0.93,0.98,1.457,K4III
9.58,-2.68,3.55,0.436,B2Vn
7.70,2.65,1.3,0.17,B8
8.79,2.49,1.28,1.397,K2
8.38,6.51,0.68,0.383,F2V
10.90,2.10,2.46,0.565,F8
8.61,31.12,1.24,0.900,K0
9.56,19.52,1.5,0.864,
9.36,2.35,2.45,0.662,F5
9.14,0.22,1.30,0.247,A2
8.64,10.38,0.67,0.477,F6V
6.58,19.83,0.60,0.386,F2V
11.0,-1.32,2.69,1.500,M6
9.71,39.3,0.93,1.211,K4V
9.98,14.23,1.5,0.954,K5
5.52,46.87,0.77,0.520,F7V
7.95,7.16,1.26,1.113,G5
10.18,73.1,2.19,1.495,M1
10.21,4.32,5.64,1.370,
7.99,1.76,0.77,1.249,K2III
7.30,-1.4,0.90,0.826,
7.20,2.2,1.7,1.393,G8II
8.97,0.95,2.31,1.140,K0
8.95,10.39,0.77,0.519,F8V
3.96,5.89,0.72,0.25,B3Ve
8.45,1.13,1.13,1.71,K0
7.62,2.79,1.0,1.292,K0
7.94,9.1,1.1,0.445,F2
6.79,4.51,1.6,1.697,M0
8.60,2.85,1.37,0.901,
9.21,0.91,0.85,1.730,M0
7.55,2.50,0.68,1.513,K4III
8.76,0.55,0.79,1.8,G8III
9.46,2.79,0.92,0.79,A1V
7.15,7.36,1.1,0.27,B9
9.3,0.64,1.46,0.304,A0
6.95,6.95,0.88,0.95,A0
9.80,0.55,1.47,0.484,B9
7.64,9.37,1.10,0.156,A0
8.76,3.45,1.78,0.668,G5
8.9,6.19,1.3,0.399,F2V
6.97,7.19,0.93,1.143,K2
10.20,0.28,1.88,0.764,F5
6.87,4.8,2.6,0.306,A3
9.31,4.57,1.47,0.80,B8
8.27,10.68,1.43,0.637,G0IV
7.33,6.65,0.96,0.194,A0
9.37,6.16,1.73,0.587,F8
8.62,2.67,1.29,1.375,K2
8.94,8.2,0.72,0.403,F3V
6.98,3.35,0.99,0.134,A3
7.88,11.3,0.91,0.427,F2V
9.64,2.31,0.99,0.219,B8
10.28,8.15,1.85,0.691,F8
8.15,1.67,1.4,1.317,K2III
7.99,14.44,1.11,0.448,F3V
5.94,7.32,0.92,0.52,B9.5V
7.60,2.94,0.71,0.43,B9
7.46,1.28,1.1,1.88,
8.83,2.81,1.47,1.553,M5
8.53,3.15,0.79,0.281,
9.11,4.4,2.63,1.140,K1III
8.74,6.7,1.26,0.479,G0
8.16,6.31,1.3,0.361,
7.51,2.99,1.81,1.61,G5
8.21,9.21,2.75,0.500,F8V
7.64,15.37,0.97,0.553,F8
8.32,4.11,1.7,1.51,K0III
5.51,11.21,0.87,1.77,K2III
7.53,14.95,1.35,0.502,F8
7.76,3.54,0.69,0.5,B9
7.73,0.81,0.98,1.826,M0
8.60,8.78,1.25,0.885,G5
8.88,2.79,0.73,0.254,A3IV
11.79,66.82,2.1,1.480,M
9.45,5.40,1.70,0.567,B8
8.43,3.17,1.7,1.323,K3III
8.15,7.20,1.15,1.499,K0
5.45,4.49,0.78,0.147,B5IV
7.20,6.46,1.15,0.220,A2
6.25,21.9,0.80,0.448,F5V
6.76,15.50,0.63,0.548,F5
9.9,4.32,1.77,0.567,F2
8.63,2.31,1.36,1.245,K0
8.1,1.36,0.92,0.600,B6Ia
7.76,6.89,1.7,0.515,F8
8.72,4.55,1.4,0.474,F3V
9.37,8.22,1.8,0.578,F7V
7.8,15.19,0.80,0.345,F0
8.65,7.13,1.27,0.560,
10.61,22.89,2.21,1.120,M0
6.74,9.88,0.92,0.98,B9
6.29,3.4,0.74,1.112,G8II
8.13,4.54,0.86,1.162,K2III
7.96,5.31,1.3,0.954,G8IV
8.25,4.73,1.13,1.584,K5III
8.64,29.1,1.35,0.888,K0
9.81,4.72,1.70,0.528,G0
7.70,2.84,0.96,1.454,K3III
8.25,4.65,0.84,1.236,K2III
9.11,9.81,1.75,0.518,F8
8.28,9.2,1.13,0.412,F2V
7.70,54.17,0.79,0.952,G5
7.44,5.3,0.81,1.151,K1III
8.81,,1.500,Me.,
9.1,5.31,0.94,0.258,A2m
9.11,1.76,0.83,1.378,K2III
9.14,10.76,1.42,0.624,F8
6.88,25.8,0.97,0.550,F5
8.82,1.45,0.95,0.944,G5
8.48,3.5,0.71,1.260,K2III
7.3,17.80,0.97,0.712,G0
9.65,11.38,1.3,0.742,G5V
6.49,15.96,0.98,0.443,F2
8.98,3.33,0.75,0.990,G5
8.0,9.33,1.23,0.890,K0
7.36,8.13,1.1,0.202,A3
9.31,7.9,0.86,0.534,F6V
7.73,5.64,0.93,0.2,B9.5V
9.21,0.94,1.2,1.26,G8III
6.84,6.78,0.84,0.45,A0
10.10,29.78,1.90,1.192,K5V
11.32,17.84,2.69,1.156,
8.4,2.84,1.46,1.126,G5
10.12,2.68,1.69,0.466,A2
8.39,2.31,0.63,0.199,A2V
7.2,6.8,0.94,0.949,K0III
9.46,2.98,1.99,0.245,A0
9.15,1.36,1.34,1.91,K2
10.9,12.14,2.3,0.565,F8
8.50,6.68,1.21,0.438,F8
9.90,6.76,4.48,0.587,F8
7.16,5.6,0.92,1.147,K0III
6.95,6.80,0.85,1.124,
5.84,24.44,0.55,0.393,F5IV
8.56,1.66,0.95,1.401,
9.47,4.92,4.5,1.214,G5
8.22,6.44,1.4,0.485,
7.24,13.20,0.74,0.330,F0
9.12,5.27,1.54,0.734,F5
7.71,4.54,1.27,1.230,G5
5.10,9.44,0.86,0.589,G8III+
8.82,1.80,0.92,0.981,G8III
7.22,1.73,0.75,1.628,M2III
9.55,7.87,3.82,,
9.70,1.8,1.49,0.260,A0
8.64,5.24,1.17,0.355,B9
7.16,24.52,0.53,0.551,
9.92,7.38,1.68,0.651,G0
8.65,5.0,1.27,0.555,F8
8.95,4.61,1.51,1.748,K7
8.24,3.67,0.83,0.932,K0III
9.7,29.88,2.67,1.70,K5
7.78,2.37,0.94,1.614,K5
8.98,3.8,1.1,0.311,A2m
9.12,2.37,1.10,0.453,A0
8.23,2.24,1.9,1.118,K0
8.66,2.40,1.41,1.485,K0
8.28,5.53,1.18,0.228,B9
9.42,11.82,0.82,0.668,G5V
7.2,17.67,0.82,0.413,F0
8.11,23.85,1.26,0.741,K0
9.15,0.25,1.22,0.698,A2
5.44,8.65,0.82,0.941,G8III
9.83,7.12,1.58,0.538,F0
9.84,3.72,1.47,0.685,A5
8.98,1.69,1.11,0.364,
7.76,3.53,1.11,1.939,M
9.47,1.48,1.17,0.745,
7.66,11.78,1.10,0.367,A9V
8.19,5.27,1.2,0.958,K0III
7.91,1.73,0.82,0.289,A9III
8.28,9.60,0.72,0.966,K1III
9.8,6.30,1.14,0.531,F5
8.65,11.81,1.10,0.626,G3V
8.64,8.27,1.33,0.804,G5
9.14,9.28,1.33,0.440,F8
7.98,6.7,1.5,0.194,A2
8.92,3.57,2.21,0.100,B8
8.99,2.82,1.31,1.40,G5
7.99,5.56,0.82,0.947,G5
7.86,15.96,0.95,0.440,F5V
8.24,3.3,1.3,0.930,G5
8.81,3.22,0.79,1.136,K2III
6.61,23.22,0.92,0.427,F6V
9.61,15.59,1.65,0.877,G5
7.76,4.29,1.19,1.164,K2
7.35,12.68,0.92,0.583,F8V
7.36,15.88,0.96,0.651,G0
6.43,2.75,0.62,1.70,K2IIIp
11.46,26.34,2.64,1.298,
5.70,10.6,0.90,1.57,G9III
9.90,0.77,2.22,1.270,M
5.39,16.72,0.93,0.352,
4.93,18.61,0.59,0.334,A9V
8.71,2.45,0.77,0.549,F5IV
10.48,4.75,2.21,0.587,F8
8.83,3.71,1.54,1.644,
8.88,1.72,1.22,1.97,
7.18,5.4,0.93,0.148,A0
9.13,2.15,1.17,0.281,A2
9.28,7.29,1.74,0.492,F5
8.87,0.36,1.22,0.636,A2
7.72,5.11,1.16,1.192,
9.29,6.66,1.28,0.320,F0V
5.75,5.95,0.80,1.412,
8.71,5.2,1.20,1.328,K0
8.50,7.26,1.11,0.374,F0
7.37,9.3,0.62,0.515,F6V
6.97,2.99,1.6,0.344,B8
9.22,2.48,0.73,0.398,
8.44,6.98,0.86,0.450,F3V
8.91,3.25,1.25,1.439,M3III
11.74,17.1,5.4,1.316,K7
9.27,9.55,1.59,0.676,G0
7.86,6.34,1.6,0.915,K0
8.5,10.41,1.56,0.533,
8.75,5.6,1.10,0.122,A0
8.77,6.14,1.51,0.492,G5
8.82,0.59,1.28,0.186,A0
9.83,1.81,1.42,0.427,G0
7.60,5.51,1.4,0.978,G5
9.27,2.73,1.45,0.543,B8
8.57,8.90,0.76,0.417,F3V
9.10,4.4,1.29,1.52,K2
7.1,1.68,0.88,1.799,M
8.31,4.80,1.10,0.400,F0
9.1,3.94,1.11,0.280,A2
